id,x,y,z,size,time,r,g,b
41,56.64428726,77.43051212,72.87785247,3,14,247,204,49
42,30.8522811,34.44060089,56.75204297,3,14,247,204,49
43,28.19597243,36.55850391,14.69552124,3,14,247,204,49
44,71.18672504,45.77772638,75.75021118,3,14,247,204,49
45,42.16127484,26.36416437,56.57919502,3,14,247,204,49
46,16.68615894,50.2424563,54.92053873,3,14,247,204,49
47,29.70246356,51.71416014,70.78870468,3,14,247,204,49
48,21.82503984,55.78283492,57.17728251,3,14,247,204,49
49,76.42666768,84.71193927,56.42991109,3,14,247,204,49
0,52.6866768,52.58065247,52.31129433,5,15,229,45,32
1,50.89213832,48.8944351,50.73558617,5,15,229,45,32
2,45.00761297,54.59476563,51.95391574,5,15,229,45,32
3,52.21614204,49.63579324,47.68680212,5,15,229,45,32
4,50.96096625,46.47004547,45.1899863,5,15,229,45,32
5,48.58902961,48.91705316,46.89207341,5,15,229,45,32
6,51.99311078,48.99501765,45.79333525,5,15,229,45,32
7,50.40280161,48.85589748,54.39998517,5,15,229,45,32
8,52.71576924,47.76421718,46.71039335,5,15,229,45,32
9,50.58736063,48.98924188,49.13403218,5,15,229,45,32
0,26.72101053,42.24558663,71.96142623,3,15,247,204,49
1,69.42434694,20.62383746,51.92612407,3,15,247,204,49
2,54.59982588,27.66084214,65.37873749,3,15,247,204,49
3,47.35362558,73.32005493,73.51728891,3,15,247,204,49
4,63.9579126,25.21374682,49.77966424,3,15,247,204,49
5,26.63549679,38.46638596,56.63648814,3,15,247,204,49
6,44.64263275,71.49150847,21.02619881,3,15,247,204,49
7,21.91435183,64.09168359,50.16828139,3,15,247,204,49
8,83.32516558,49.64897829,41.69729873,3,15,247,204,49
9,25.35067189,31.56590906,15.92205993,3,15,247,204,49
10,46.60583531,76.27165542,37.12137037,3,15,247,204,49
11,41.9302051,81.30419217,16.83569783,3,15,247,204,49
12,64.86619465,70.4447211,62.77510812,3,15,247,204,49
13,72.8208097,70.2931273,31.45908507,3,15,247,204,49
14,54.32597556,19.9658,,25.22050594,3,15,247,204,49
15,24.31926828,76.50007693,52.68953591,3,15,247,204,49
16,46.8433014,23.86141149,34.07007646,3,15,247,204,49
17,50.89788469,75.1032931,37.19855814,3,15,247,204,49
18,15.25201756,21.00726176,57.86858873,3,15,247,204,49
19,55.75584159,80.22100197,42.87903717,3,15,247,204,49
20,58.60806199,31.59390071,69.83051305,3,15,247,204,49
21,24.23064295,85.38460991,56.47585651,3,15,247,204,49
22,52.63992466,75.20671681,22.97602487,3,15,247,204,49
23,31.67436196,65.51441372,68.92845781,3,15,247,204,49
24,63.48681873,75.07193884,54.51113253,3,15,247,204,49
25,42.06104982,18.68222088,14.25762999,3,15,247,204,49
26,71.76203973,30.29394648,49.43308999,3,15,247,204,49
27,35.95089282,32.87981899,72.39556795,3,15,247,204,49
28,18.79566461,42.37074496,54.79192669,3,15,247,204,49
29,10.60838101,20.84914358,85.62723677,3,15,247,204,49
30,75.82172058,37.26709173,50.18428387,3,15,247,204,49
31,37.88918106,59.87472714,16.99483914,3,15,247,204,49
32,23.79840807,24.43136023,46.11341425,3,15,247,204,49
33,73.9797515,56.15309633,37.82015817,3,15,247,204,49
34,23.30375517,36.30081628,48.58985045,3,15,247,204,49
35,73.48358488,39.02884053,36.32837095,3,15,247,204,49
36,14.5839889,56.72293017,23.74983424,3,15,247,204,49
37,33.62966651,51.0632226,26.38670144,3,15,247,204,49
38,31.51032933,33.48881851,72.46541456,3,15,247,204,49
39,16.69044316,70.06136262,82.79528064,3,15,247,204,49
40,31.93430754,62.38138906,33.0419655,3,15,247,204,49
41,56.36652928,76.70600545,72.24702715,3,15,247,204,49
42,30.08694572,33.84704629,57.00094997,3,15,247,204,49
43,28.65835724,36.94477252,15.49364206,3,15,247,204,49
44,70.50542478,45.8909988,75.02702426,3,15,247,204,49
45,41.80362887,25.4691256,56.84564383,3,15,247,204,49
46,17.66682846,50.22890502,54.72533716,3,15,247,204,49
47,29.07541127,51.58646892,71.5571449,3,15,247,204,49
48,20.84919795,55.82334339,57.39197223,3,15,247,204,49
49,75.77478511,83.96936465,56.27618389,3,15,247,204,49
0,51.96120207,53.10774071,51.86872861,5,16,229,45,32
1,50.30515713,48.08652481,50.6832981,5,16,229,45,32
2,45.7095998,54.08474235,52.45099795,5,16,229,45,32
3,52.73425548,50.34891522,47.21455695,5,16,229,45,32
4,50.16909961,47.04537026,45.39479987,5,16,229,45,32
5,48.0081393,48.11752624,47.04479262,5,16,229,45,32
6,52.76527292,48.43400902,45.49494799,5,16,229,45,32
7,50.93720008,49.59143386,54.81640383,5,16,229,45,32
8,51.99029451,48.29130543,46.26782764,5,16,229,45,32
9,50.00037945,48.18133159,49.08174411,5,16,229,45,32
0,27.34346144,42.49339094,71.21903287,3,16,247,204,49
1,68.79749327,21.39961033,51.85379874,3,16,247,204,49
2,54.7395321,26.76457308,65.79966972,3,16,247,204,49
3,47.30843788,72.62389173,72.80082896,3,16,247,204,49
4,63.3555591,26.01020898,49.72657678,3,16,247,204,49
5,27.36582842,39.07449272,56.32532599,3,16,247,204,49
6,44.67663349,70.88421761,21.8199505,3,16,247,204,49
7,22.78112086,63.59360063,50.14328526,3,16,247,204,49
8,82.34485003,49.65469886,41.89465298,3,16,247,204,49
9,25.80691675,31.9417477,16.72864901,3,16,247,204,49
10,46.42713485,75.38395579,37.54569986,3,16,247,204,49
11,42.0191214,80.61052391,17.55048328,3,16,247,204,49
12,65.39435865,71.16399577,63.2264248,3,16,247,204,49
13,72.11725269,69.75867533,31.92745312,3,16,247,204,49
14,54.1147033,20.72766814,25.83281384,3,16,247,204,49
15,24.9487811,75.72929911,52.591479,3,16,247,204,49
16,46.83190505,24.72753326,34.56977957,3,16,247,204,49
17,50.86429469,74.20420477,37.63503481,3,16,247,204,49
18,15.96640372,21.67898097,57.67251293,3,16,247,204,49
19,55.45590995,79.28859009,43.08065337,3,16,247,204,49
20,58.91246872,30.85750994,70.43471929,3,16,247,204,49
21,24.74693266,84.54420295,56.31105029,3,16,247,204,49
22,52.46369781,74.52638955,23.68743116,3,16,247,204,49
23,31.0969256,65.9767486,69.60137214,3,16,247,204,49
24,63.94207002,75.95638907,54.61357306,3,16,247,204,49
25,42.1443984,19.34187522,15.00456317,3,16,247,204,49
26,70.97081273,30.90545791,49.42940221,3,16,247,204,49
27,36.40493144,33.40124673,71.67309854,3,16,247,204,49
28,19.74248717,42.63672923,54.6108758,3,16,247,204,49
29,11.21460634,21.34913172,85.00876874,3,16,247,204,49
30,74.90282271,37.66058624,50.15619874,3,16,247,204,49
31,38.11599396,59.59341131,17.92726463,3,16,247,204,49
32,24.44693766,25.1856082,46.21597823,3,16,247,204,49
33,74.86778583,56.44985636,37.46897655,3,16,247,204,49
34,24.15718761,36.82073629,48.62640531,3,16,247,204,49
35,74.3279059,38.64265481,35.95691086,3,16,247,204,49
36,15.3478095,56.56079658,24.37456682,3,16,247,204,49
37,34.11855041,51.01577329,27.25775889,3,16,247,204,49
38,31.86908458,34.04804029,71.71804204,3,16,247,204,49
39,17.29543031,69.65007487,82.11349407,3,16,247,204,49
40,32.50559875,61.89385956,33.70222404,3,16,247,204,49
41,56.08826342,75.9719728,71.62754011,3,16,247,204,49
42,29.37232077,33.2759471,57.40487681,3,16,247,204,49
43,29.11859534,37.32565656,16.29558236,3,16,247,204,49
44,69.81816709,46.00635067,74.30982777,3,16,247,204,49
45,41.45369519,24.56498564,57.09075065,3,16,247,204,49
46,18.63662821,50.12926525,54.50271558,3,16,247,204,49
47,29.69234902,51.54300441,70.77133408,3,16,247,204,49
48,21.81358674,55.70707154,57.15441146,3,16,247,204,49
49,75.12884883,83.220471,56.12811427,3,16,247,204,49
0,52.24693091,52.22835777,52.24957594,5,17,229,45,32
1,51.18531797,48.3725064,50.30444269,5,17,229,45,32
2,45.40226319,55.03062717,52.34685335,5,17,229,45,32
3,51.9102514,50.08118007,47.71389167,5,17,229,45,32
4,50.43843953,46.21642723,44.90458618,5,17,229,45,32
5,48.94768175,48.42280209,47.1999269,5,17,229,45,32
6,52.46885127,49.34630103,45.77753866,5,17,229,45,32
7,50.04324515,49.3009703,54.47511875,5,17,229,45,32
8,52.27602335,47.41192249,46.64867496,5,17,229,45,32
9,50.88054029,48.46731318,48.7028887,5,17,229,45,32
0,27.98393346,42.74316167,70.49280276,3,17,247,204,49
1,68.18215351,22.18530725,51.7902588,3,17,247,204,49
2,54.46754782,27.55970617,65.25764766,3,17,247,204,49
3,47.28086475,71.92882916,72.08240864,3,17,247,204,49
4,63.84501819,25.15415744,49.89272599,3,17,247,204,49
5,26.52942963,38.53861847,56.44054685,3,17,247,204,49
6,44.72556274,70.28053685,22.61567374,3,17,247,204,49
7,21.84716562,63.9376472,50.0465404,3,17,247,204,49
8,81.36647817,49.66186729,42.10138256,3,17,247,204,49
9,26.26583923,32.31529211,17.53478469,3,17,247,204,49
10,46.26865829,74.49697454,37.97946183,3,17,247,204,49
11,42.11414533,79.92119532,18.26867305,3,17,247,204,49
12,64.7959293,70.49011794,62.79309932,3,17,247,204,49
13,71.41880847,69.22157535,32.40042171,3,17,247,204,49
14,53.90751626,21.4865156,26.45024729,3,17,247,204,49
15,25.57977958,74.95896209,52.4997087,3,17,247,204,49
16,46.67239058,23.83562666,34.14662743,3,17,247,204,49
17,51.09511025,74.96904635,37.03358529,3,17,247,204,49
18,16.68409347,22.34688809,57.4754812,3,17,247,204,49
19,55.16237723,78.35369379,43.28017141,3,17,247,204,49
20,58.50996183,31.4777745,69.76147336,3,17,247,204,49
21,25.26466693,83.70567418,56.14128361,3,17,247,204,49
22,52.28889633,73.84346649,24.39669876,3,17,247,204,49
23,30.51916071,66.40887941,70.29379592,3,17,247,204,49
24,63.39308976,75.13616392,54.45278941,3,17,247,204,49
25,42.23008619,20.00315772,15.74979002,3,17,247,204,49
26,70.1735732,31.50911012,49.42577718,3,17,247,204,49
27,36.85979912,33.91315766,70.94437185,3,17,247,204,49
28,20.68980772,42.89328685,54.41914171,3,17,247,204,49
29,11.82172133,21.84407815,84.38712622,3,17,247,204,49
30,75.81087236,37.26868099,50.30403683,3,17,247,204,49
31,38.35565815,59.30223602,18.8534277,3,17,247,204,49
32,25.10790513,25.93018685,46.30938395,3,17,247,204,49
33,75.7659803,56.73979469,37.13854886,3,17,247,204,49
34,25.02035152,37.32499611,48.65229156,3,17,247,204,49
35,73.47789338,38.98298087,36.35897664,3,17,247,204,49
36,16.11343933,56.3926065,24.99547185,3,17,247,204,49
37,33.4844032,51.167799,26.49963918,3,17,247,204,49
38,32.2254727,34.59654613,70.96165005,3,17,247,204,49
39,17.89542499,69.23670334,81.42856315,3,17,247,204,49
40,31.96311883,62.17288071,32.90984614,3,17,247,204,49
41,55.80783085,75.24462161,71.00118732,3,17,247,204,49
42,30.12531977,33.84611819,57.07639936,3,17,247,204,49
43,29.58201353,37.7105647,17.0937611,3,17,247,204,49
44,69.13752614,46.11870525,73.58587725,3,17,247,204,49
45,41.64156008,25.50300252,56.79949281,3,17,247,204,49
46,19.60292513,50.04122095,54.2608097,3,17,247,204,49
47,29.04881103,51.38999214,71.52129814,3,17,247,204,49
48,20.83337824,55.7302821,57.35101403,3,17,247,204,49
49,74.47649504,82.47862784,55.97286204,3,17,247,204,49
0,52.53265975,53.10774071,51.86872861,5,18,229,45,32
1,50.29136305,48.66296997,50.64572777,5,18,229,45,32
2,45.10584154,54.11833516,52.06426267,5,18,229,45,32
3,52.84979385,49.77590422,47.55875739,5,18,229,45,32
4,50.70777944,47.04537026,45.39479987,5,18,229,45,32
5,48.12367767,48.69053724,46.70059218,5,18,229,45,32
6,52.16151466,48.4004162,45.88168327,5,18,229,45,32
7,50.92340599,49.01498871,54.85397415,5,18,229,45,32
8,52.56175219,48.29130543,46.26782764,5,18,229,45,32
9,49.98658536,48.75777674,49.04417378,5,18,229,45,32
0,28.60662192,42.99603634,69.75232083,3,18,247,204,49
1,67.58441141,22.98595137,51.74935196,3,18,247,204,49
2,54.60570152,26.66446972,65.68128104,3,18,247,204,49
3,47.23891393,71.23593327,71.36259241,3,18,247,204,49
4,63.23270559,25.94121339,49.81778457,3,18,247,204,49
5,25.77534474,37.90439036,56.61116539,3,18,247,204,49
6,44.76007903,69.67480003,23.4105898,3,18,247,204,49
7,22.71936776,63.44885993,50.02782059,3,18,247,204,49
8,80.38617618,49.67000803,42.29871916,3,18,247,204,49
9,26.72225001,32.69305317,18.34038123,3,18,247,204,49
10,46.30993814,75.31418255,37.4045992,3,18,247,204,49
11,42.20437329,79.22920778,18.98492172,3,18,247,204,49
12,65.30247718,71.22084455,63.25075405,3,18,247,204,49
13,70.71309779,68.69039053,32.86926615,3,18,247,204,49
14,53.69813497,22.25176299,27.05898033,3,18,247,204,49
15,26.21327977,74.19178688,52.39911196,3,18,247,204,49
16,46.66648336,24.70537867,34.64008112,3,18,247,204,49
17,51.04701008,74.07545462,37.47988137,3,18,247,204,49
18,17.3963763,23.02074587,57.27909167,3,18,247,204,49
19,54.86176125,77.42146295,43.48160551,3,18,247,204,49
20,58.81679032,30.74811912,70.37258653,3,18,247,204,49
21,25.78399864,82.86748031,55.97477353,3,18,247,204,49
22,52.1131812,73.16556962,25.11054752,3,18,247,204,49
23,31.03194825,65.88353558,69.61477987,3,18,247,204,49
24,63.82534057,76.03225422,54.55369241,3,18,247,204,49
25,42.31867713,20.6670586,16.49234458,3,18,247,204,49
26,70.89129396,30.82685481,49.56507753,3,18,247,204,49
27,37.31858936,34.43191937,70.22298582,3,18,247,204,49
28,21.63661583,43.15678753,54.23442086,3,18,247,204,49
29,12.43112197,22.34145261,83.76967216,3,18,247,204,49
30,74.8937277,37.66550809,50.26697025,3,18,247,204,49
31,38.59576002,59.02189558,19.78281478,3,18,247,204,49
32,25.76337437,26.67930021,46.40524457,3,18,247,204,49
33,74.86205988,56.52933913,37.51088786,3,18,247,204,49
34,25.87594734,37.84163126,48.68460133,3,18,247,204,49
35,74.31577408,38.6079793,35.96232848,3,18,247,204,49
36,16.8805579,56.23058177,25.61617877,3,18,247,204,49
37,33.98507885,51.11413934,27.3636094,3,18,247,204,49
38,32.5930018,35.15165612,70.2154763,3,18,247,204,49
39,18.50218934,68.82678899,80.7475292,3,18,247,204,49
40,31.43131656,62.49185043,32.12534333,3,18,247,204,49
41,55.53379393,74.51284339,70.37716457,3,18,247,204,49
42,30.89163931,34.41486599,56.77760127,3,18,247,204,49
43,30.04643176,38.093202,17.89245028,3,18,247,204,49
44,68.45535301,46.23541735,72.86406142,3,18,247,204,49
45,41.82143375,26.44557497,56.51806319,3,18,247,204,49
46,20.57125024,49.94256136,54.03143497,3,18,247,204,49
47,29.66830303,51.35761165,70.73696329,3,18,247,204,49
48,19.85778916,55.79230326,57.56167804,3,18,247,204,49
49,73.83035471,81.73069779,55.82086428,3,18,247,204,49
0,51.80718502,52.58065247,52.31129433,5,19,229,45,32
1,50.82576151,47.92743358,50.22930911,5,19,229,45,32
2,45.87800368,54.67934379,52.36264993,5,19,229,45,32
3,52.26890354,50.57543114,47.40603818,5,19,229,45,32
4,49.9159128,46.47004547,45.1899863,5,19,229,45,32
5,48.64179112,47.97741526,47.17283735,5,19,229,45,32
6,52.8635015,48.91043949,45.38460105,5,19,229,45,32
7,50.3364248,49.822899,54.90626223,5,19,229,45,32
8,51.83627746,47.76421718,46.71039335,5,19,229,45,32
9,50.52098383,48.02224035,48.62775512,5,19,229,45,32
0,29.24456285,43.2470041,69.02427787,3,19,247,204,49
1,66.99510353,23.79301451,51.71240179,3,19,247,204,49
2,54.33958369,27.46197335,65.13982998,3,19,247,204,49
3,47.21216316,70.54498663,70.64018176,3,19,247,204,49
4,63.72674776,25.08636313,49.97638271,3,19,247,204,49
5,26.52832902,38.49211168,56.31519525,3,19,247,204,49
6,44.81620646,69.07241456,24.20681932,3,19,247,204,49
7,21.78613863,63.79389862,49.92766226,3,19,247,204,49
8,79.40684639,49.68371759,42.50052402,3,19,247,204,49
9,27.18646147,33.07248914,19.1407162,3,19,247,204,49
10,46.17692933,74.43003934,37.85248249,3,19,247,204,49
11,42.30439973,78.53983053,19.70238511,3,19,247,204,49
12,64.71123221,70.54563748,62.80970441,3,19,247,204,49
13,70.01471638,68.15232819,33.34123261,3,19,247,204,49
14,53.49600069,23.01492126,27.67276465,3,19,247,204,49
15,26.84942084,73.42631411,52.30228226,3,19,247,204,49
16,46.52509065,23.81264243,34.21226092,3,19,247,204,49
17,51.26298975,74.84320826,36.87663421,3,19,247,204,49
18,18.11440921,23.68736674,57.0789783,3,19,247,204,49
19,54.57309131,76.48406154,43.67640866,3,19,247,204,49
20,58.42373001,31.37292883,69.69796336,3,19,247,204,49
21,26.30624339,82.03266705,55.80056894,3,19,247,204,49
22,51.94288551,72.4812303,25.81954615,3,19,247,204,49
23,31.53992459,65.35524473,68.93443524,3,19,247,204,49
24,63.28405767,75.20780765,54.38846324,3,19,247,204,49
25,42.40884279,21.33154777,17.23418304,3,19,247,204,49
26,70.1056546,31.44510129,49.54179489,3,19,247,204,49
27,37.76769963,34.94707665,69.49297696,3,19,247,204,49
28,22.60705465,43.29768201,54.03846871,3,19,247,204,49
29,13.03714263,22.83717306,83.14757878,3,19,247,204,49
30,73.97542964,38.05963608,50.22966346,3,19,247,204,49
31,38.83671963,58.73551079,20.71013469,3,19,247,204,49
32,26.42065345,27.42799673,46.49148688,3,19,247,204,49
33,75.75605026,56.84570978,37.19356971,3,19,247,204,49
34,24.96215121,37.4405114,48.74847232,3,19,247,204,49
35,73.46585527,38.95422614,36.35950747,3,19,247,204,49
36,17.64965207,56.06689191,26.23399735,3,19,247,204,49
37,33.359458,51.27515778,26.60028011,3,19,247,204,49
38,32.94674587,35.70099564,69.45844842,3,19,247,204,49
39,19.10064238,68.41853847,80.05819221,3,19,247,204,49
40,32.00100366,62.01889971,32.79748486,3,19,247,204,49
41,55.25580852,73.78749997,69.74740188,3,19,247,204,49
42,30.11347231,33.83628538,57.02193832,3,19,247,204,49
43,30.50836767,38.4778366,18.6916195,3,19,247,204,49
44,67.77334388,46.34685479,72.14125768,3,19,247,204,49
45,41.48043348,25.55496954,56.81896316,3,19,247,204,49
46,21.53944135,49.95904194,53.78176645,3,19,247,204,49
47,29.01069971,51.21328712,71.47637407,3,19,247,204,49
48,20.79337758,55.59097471,57.27160713,3,19,247,204,49
49,73.18210717,80.98510516,55.66637556,3,19,247,204,49
0,52.80718502,52.58065247,52.31129433,5,20,229,45,32
1,50.82576151,48.80478878,50.7091506,5,20,229,45,32
2,44.98357649,54.67934379,51.91543633,5,20,229,45,32
3,52.26890354,49.60789292,47.65876292,5,20,229,45,32
4,50.9159128,46.47004547,45.1899863,5,20,229,45,32
5,48.64179112,48.94495349,46.92011261,5,20,229,45,32
6,51.96907431,48.91043949,45.83181465,5,20,229,45,32
7,50.3364248,48.9455438,54.42642074,5,20,229,45,32
8,52.83627746,47.76421718,46.71039335,5,20,229,45,32
9,50.52098383,48.89959555,49.10759661,5,20,229,45,32
0,29.87101129,43.49006024,68.28367942,3,20,247,204,49
1,66.43171204,24.61918266,51.70638344,3,20,247,204,49
2,54.4966895,26.57437218,65.57282182,3,20,247,204,49
3,47.30561965,71.18544679,71.40246561,3,20,247,204,49
4,63.07647061,25.83698533,49.85931034,3,20,247,204,49
5,25.79285181,37.83682522,56.48745362,3,20,247,204,49
6,44.85006106,68.46378365,24.99955022,3,20,247,204,49
7,22.6580856,63.30441186,49.91711733,3,20,247,204,49
8,78.42733763,49.68433115,42.70192464,3,20,247,204,49
9,27.64270875,33.44340184,19.94958095,3,20,247,204,49
10,46.2210081,75.23858563,37.26570318,3,20,247,204,49
11,42.394179,77.84642497,20.41731756,3,20,247,204,49
12,65.20076386,71.29971203,63.24757463,3,20,247,204,49
13,69.31298264,67.6171671,33.81152226,3,20,247,204,49
14,53.28614795,23.77559248,28.28704563,3,20,247,204,49
15,27.47938537,72.65557482,52.2068588,3,20,247,204,49
16,46.52302372,24.68010061,34.70976675,3,20,247,204,49
17,51.20472217,73.95334804,37.32913138,3,20,247,204,49
18,18.83013303,24.35837819,56.88537289,3,20,247,204,49
19,54.27501714,75.55180946,43.88148875,3,20,247,204,49
20,58.74673802,30.65459857,70.31413498,3,20,247,204,49
21,26.82331923,81.19215503,55.63879091,3,20,247,204,49
22,51.76871841,71.80167503,26.53219646,3,20,247,204,49
23,30.98118396,65.79100099,69.64007353,3,20,247,204,49
24,62.72794791,74.39065807,54.23677772,3,20,247,204,49
25,42.49315327,21.98932728,17.98266006,3,20,247,204,49
26,70.85401337,30.79951249,49.69402584,3,20,247,204,49
27,37.24290609,34.36326489,70.11245704,3,20,247,204,49
28,23.54739987,43.55566089,53.81666302,3,20,247,204,49
29,13.648123,23.33383072,82.53110967,3,20,247,204,49
30,74.86150025,37.61964446,50.37556153,3,20,247,204,49
31,39.07242592,58.44642835,21.63796759,3,20,247,204,49
32,27.08171008,28.1700744,46.60250426,3,20,247,204,49
33,74.8578402,56.62120849,37.57148221,3,20,247,204,49
34,25.83266648,37.93153975,48.78155294,3,20,247,204,49
35,74.30025224,38.59612567,35.94052566,3,20,247,204,49
36,18.41120234,55.89680187,26.85938568,3,20,247,204,49
37,33.86009946,51.2063544,27.46319622,3,20,247,204,49
38,33.29020995,36.26779609,68.70960285,3,20,247,204,49
39,19.71032114,67.99985253,79.38514401,3,20,247,204,49
40,31.46770197,62.31212585,32.0040066,3,20,247,204,49
41,54.98252748,73.04633948,69.13421464,3,20,247,204,49
42,30.88874008,34.40019731,56.73739796,3,20,247,204,49
43,30.973331,38.85173092,19.49412317,3,20,247,204,49
44,68.47176951,46.24322883,72.84939841,3,20,247,204,49
45,41.68956882,26.49320495,56.54332438,3,20,247,204,49
46,20.56341079,49.7532049,53.852445,3,20,247,204,49
47,29.6400014,51.18007331,70.69992302,3,20,247,204,49
48,19.81748856,55.62392782,57.48737257,3,20,247,204,49
49,72.53677318,80.23456768,55.5241169,3,20,247,204,49
0,52.0817103,53.10774071,51.86872861,5,21,229,45,32
1,50.23878033,47.99687848,50.65686253,5,21,229,45,32
2,45.68556332,54.1693205,52.41251855,5,21,229,45,32
3,52.78701699,50.3210149,47.18651775,5,21,229,45,32
4,50.12404615,47.04537026,45.39479987,5,21,229,45,32
5,48.06090081,48.14542657,47.07283182,5,21,229,45,32
6,52.74123644,48.34943086,45.53342739,5,21,229,45,32
7,50.87082327,49.68108019,54.8428394,5,21,229,45,32
8,52.11080274,48.29130543,46.26782764,5,21,229,45,32
9,49.93400264,48.09168526,49.05530854,5,21,229,45,32
0,29.23494118,43.05136068,68.91846876,3,21,247,204,49
1,65.87368638,25.44886043,51.7219444,3,21,247,204,49
2,54.22648181,27.37743485,65.04171151,3,21,247,204,49
3,47.26774871,70.48933252,70.68553415,3,21,247,204,49
4,62.41973932,26.58402914,49.75621059,3,21,247,204,49
5,26.61426368,38.35124027,56.24116172,3,21,247,204,49
6,44.90054242,67.86400599,25.79812294,3,21,247,204,49
7,21.73117674,63.66445844,49.81125696,3,21,247,204,49
8,77.45012582,49.69325162,42.91400367,3,21,247,204,49
9,28.10037119,33.8169085,20.75645013,3,21,247,204,49
10,46.09320632,74.36041296,37.72665814,3,21,247,204,49
11,42.48928616,77.15939185,21.13769255,3,21,247,204,49
12,64.60963201,70.61614618,62.81943813,3,21,247,204,49
13,68.6178497,67.08036234,34.28967584,3,21,247,204,49
14,53.08005865,24.53057642,28.90956186,3,21,247,204,49
15,28.11016305,71.88412732,52.1232629,3,21,247,204,49
16,46.51073744,25.53768804,35.2239582,3,21,247,204,49
17,51.16421386,73.05672309,37.77006535,3,21,247,204,49
18,19.54992394,25.02652315,56.69700262,3,21,247,204,49
19,54.49749324,76.46285388,43.53435411,3,21,247,204,49
20,58.34697984,31.28518702,69.64888946,3,21,247,204,49
21,27.34343329,80.35357509,55.476726,3,21,247,204,49
22,51.59598647,71.12447875,27.24743689,3,21,247,204,49
23,31.49667413,65.26509448,68.96354398,3,21,247,204,49
24,63.16644198,75.28431571,54.33216626,3,21,247,204,49
25,42.58349808,22.65031883,18.72759494,3,21,247,204,49
26,70.06845446,31.41810695,49.67859557,3,21,247,204,49
27,37.71952163,34.88564494,69.40538086,3,21,247,204,49
28,22.6500374,43.11710955,53.86578866,3,21,247,204,49
29,14.25558911,23.83366436,81.91373518,3,21,247,204,49
30,73.94653264,38.02143919,50.33820824,3,21,247,204,49
31,39.30682869,58.16923039,22.56974901,3,21,247,204,49
32,27.73186464,28.92359889,46.69997164,3,21,247,204,49
33,75.74562141,56.91690624,37.21876794,3,21,247,204,49
34,24.92436126,37.51983411,48.85558054,3,21,247,204,49
35,73.45470534,38.94274519,36.34661106,3,21,247,204,49
36,19.17464152,55.73889428,27.48566502,3,21,247,204,49
37,33.23382852,51.35660298,26.69820598,3,21,247,204,49
38,33.61401934,36.8406583,67.95662452,3,21,247,204,49
39,20.31082562,67.5921837,78.6972483,3,21,247,204,49
40,32.03008329,61.85446635,32.69268289,3,21,247,204,49
41,54.69676373,72.32006115,68.50902758,3,21,247,204,49
42,30.12685544,33.83787727,57.05884463,3,21,247,204,49
43,31.42713904,39.23831056,20.29700201,3,21,247,204,49
44,67.78122625,46.35925101,72.13547344,3,21,247,204,49
45,41.35172814,25.59921313,56.83767504,3,21,247,204,49
46,21.53851433,49.79075719,53.63389774,3,21,247,204,49
47,28.98341398,51.04949686,71.44278422,3,21,247,204,49
48,20.7584131,55.43477652,57.20651175,3,21,247,204,49
49,71.88377408,79.49187696,55.37578393,3,21,247,204,49
0,52.36743913,52.22835777,52.24957594,5,22,229,45,32
1,51.11894117,48.28286008,50.27800712,5,22,229,45,32
2,45.37822671,55.11520533,52.30837394,5,22,229,45,32
3,51.9630129,50.05327974,47.68585246,5,22,229,45,32
4,50.39338607,46.21642723,44.90458618,5,22,229,45,32
5,49.00044326,48.45070241,47.2279661,5,22,229,45,32
6,52.4448148,49.26172288,45.81601807,5,22,229,45,32
7,49.97686834,49.39061663,54.50155431,5,22,229,45,32
8,52.39653157,47.41192249,46.64867496,5,22,229,45,32
9,50.81416348,48.37766685,48.67645313,5,22,229,45,32
0,29.86640364,43.32745073,68.19387961,3,22,247,204,49
1,65.31056845,26.27523552,51.72038871,3,22,247,204,49
2,54.39135804,26.48420553,65.45999039,3,22,247,204,49
3,47.34854739,71.12552993,71.45281795,3,22,247,204,49
4,62.88679444,25.7042687,49.84498603,3,22,247,204,49
5,27.43099517,38.86595523,55.98035875,3,22,247,204,49
6,44.94055899,67.26126115,26.59505288,3,22,247,204,49
7,22.60763873,63.18298804,49.81205397,3,22,247,204,49
8,76.47207936,49.69769466,43.12234323,3,22,247,204,49
9,28.5583633,34.18829096,21.56411236,3,22,247,204,49
10,46.11722957,75.15142861,37.11533406,3,22,247,204,49
11,42.58373219,76.47033259,21.85621693,3,22,247,204,49
12,65.10318926,71.37138156,63.25073936,3,22,247,204,49
13,67.91963274,66.54738799,34.76762084,3,22,247,204,49
14,52.87724265,25.29126205,29.52618414,3,22,247,204,49
15,27.38863844,72.57639007,52.11005229,3,22,247,204,49
16,46.33271642,24.64422171,34.81161557,3,22,247,204,49
17,51.41665133,73.80101087,37.15175231,3,22,247,204,49
18,20.26427395,25.69898435,56.50335349,3,22,247,204,49
19,54.86985068,77.31748339,43.17247245,3,22,247,204,49
20,57.94443935,31.90932435,68.97925244,3,22,247,204,49
21,27.86576586,79.51722641,55.31032414,3,22,247,204,49
22,51.42302489,70.44773292,27.96304808,3,22,247,204,49
23,30.91316107,65.68285296,69.65995648,3,22,247,204,49
24,62.62110791,74.45982311,54.18109437,3,22,247,204,49
25,42.6682543,23.31253473,19.47209913,3,22,247,204,49
26,70.8001467,30.749689,49.81217663,3,22,247,204,49
